UFAC	Rio Branco	AC	854.44	0	A	Ampla concorrência
UFAC	Rio Branco	AC	721.23	6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	717.91	2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	701.22	14	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	662.14	10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
UFAC	Rio Branco	AC	692.37	9	L	Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	690.23	13	L	Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	739.99	1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	753.13	5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAC	Rio Branco	AC	747.99	2536	V	com deficiência
UFAC	Rio Branco	AC	854.44	2699	B	que tenham cursado todo o Ensino Médio, presencial e regular, em escolas privadas ou públicas da região do Estado do Acre.
UFAL	Arapiraca	AL	819.32	0	A	Ampla concorrência
UFAL	Arapiraca	AL	728.36	6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Arapiraca	AL	727.00	2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Arapiraca	AL	682.20	14	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Arapiraca	AL	648.02	10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
UFAL	Arapiraca	AL	731.68	1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Arapiraca	AL	756.20	5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Arapiraca	AL	819.32	3508	B	Critério de Inclusão Regional (Bônus de 10%), de acordo com a Resolução nº 22/2015 - CONSUNI/UFAL, de 04 de maio de 2015.
UFAL	Maceió	AL	774.74	0	A	Ampla concorrência
UFAL	Maceió	AL	728.38	6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Maceió	AL	723.68	2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Maceió	AL	677.58	14	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Maceió	AL	666.06	10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
UFAL	Maceió	AL	697.28	9	L	Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Maceió	AL	717.62	13	L	Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Maceió	AL	744.34	1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAL	Maceió	AL	761.20	5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAM	Manaus	AM	796.11	0	A	Ampla concorrência
UFAM	Manaus	AM	733.10	6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAM	Manaus	AM	725.89	2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAM	Manaus	AM	716.25	14	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAM	Manaus	AM	692.89	10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
UFAM	Manaus	AM	747.70	1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAM	Manaus	AM	748.78	5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFAM	Manaus	AM	796.11	2624	B	Res. 044/2015-CONSEPE - estabelece bonificações para os candidatos aos cursos de graduação da UFAM que tenham cursado integralmente o ensino médio em instituições de ensino situadas no estado do Amazonas
UNIFAP	Macapá	AP	909.46	0	A	Ampla concorrência
UNIFAP	Macapá	AP	730.04	6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UNIFAP	Macapá	AP	721.16	2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UNIFAP	Macapá	AP	696.62	10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
UNIFAP	Macapá	AP	740.86	1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UNIFAP	Macapá	AP	769.04	5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UNIFAP	Macapá	AP	909.46	3408	B	Será atribuído um bônus de 20% (vinte por cento) sobre o resultado obtido no ENEM  aos candidatos que cursaram integralmente o Ensino Médio ou equivalente em Instituições de ensino regulares, públicas ou privadas, situadas no Estado do Amapá ou no Pará, especificamente, na Mesorregião do Marajó ou ainda no Município de Almeirim
UFOB	Barreiras	BA	780.13	0	A	Ampla concorrência
UFOB	Barreiras	BA	757.38	3218	V	Candidato (s) que comprovem ter cursado e concluído todo o Ensino Médio em escolas, públicas ou privadas, localizadas nos municípios baianos distantes 150 quilômetros de qualquer campus da UFOB.
UFOB	Barreiras	BA	740.06	6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFOB	Barreiras	BA	735.74	2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFOB	Barreiras	BA	668.98	14	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFOB	Barreiras	BA	679.38	10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
UFOB	Barreiras	BA	713.22	9	L	Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFOB	Barreiras	BA	694.96	13	L	Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFOB	Barreiras	BA	753.32	1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UFOB	Barreiras	BA	767.52	5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
UESC	Ilhéus	BA	778.84	0	A	Ampla concorrência
