MEDICINA	UFAC	Rio Branco	AC		0	A	Ampla concorrência
MEDICINA	UFAC	Rio Branco	AC		2	L	Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		10	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)
MEDICINA	UFAC	Rio Branco	AC		1	L	Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		9	L	Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		6	L	Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		14	L	Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		5	L	Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		13	L	Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).
MEDICINA	UFAC	Rio Branco	AC		3991	B	que tenham cursado todo o Ensino Médio, presencial e regular, em escolas privadas ou públicas da região do Estado do Acre (Ampla Concorrência)
MEDICINA	UFAC	Rio Branco	AC		3990	V	com deficiência
MEDICINA	UEFS	Feira de Santana	BA		0	A	Ampla concorrência
MEDICINA	UEFS	Feira de Santana	BA		3897	V	Candidatos com Deficiência
MEDICINA	UEFS	Feira de Santana	BA		3896	V	Candidatos Transexuais, Travestis e Transgêneros
MEDICINA	UEFS	Feira de Santana	BA		3895	V	membros de comunidade cigana
MEDICINA	UEFS	Feira de Santana	BA		3893	V	membros de comunidade quilombola
MEDICINA	UEFS	Feira de Santana	BA		3894	V	membros de grupos indígenas
MEDICINA	UEFS	Feira de Santana	BA		3891	V	que se declararem negros que tenham cursado todo o ensino médio e pelo menos quatro anos do Ensino Fundamental em escola pública
MEDICINA	UEFS	Feira de Santana	BA		3892	V	que tenham cursado todo o ensino médio e pelo menos quatro anos do Ensino Fundamental em escola pública
MEDICINA	UFBA	Salvador	BA		0	A	Ampla concorrência
